date,days,rate
2010-01-04,7,0.21200309023340885
2010-01-04,163,0.35815255927406014
2010-01-05,7,0.2144196519267731
2010-01-05,162,0.34354652492022136
2010-01-06,7,0.2089386239033611
2010-01-06,161,0.3303346549299766
2010-01-07,7,0.2142768865103271
2010-01-07,160,0.32387546939109463
2010-01-08,7,0.20899032623292055
2010-01-08,159,0.30308803657748984
2010-01-11,7,0.2181301584734931
2010-01-11,156,0.3146322393862248
2010-01-12,7,0.20968561082463777
2010-01-12,155,0.3122364631012694
2010-01-13,7,0.20718385203360695
2010-01-13,245,0.379124799797076
2010-01-14,7,0.2056929099137072
2010-01-14,244,0.36451592215872974
2010-01-15,7,0.2047163992526408
2010-01-15,187,0.32761799109901923
2010-01-19,7,0.2146652531614415
2010-01-19,183,0.30654750022945343
2010-01-20,7,0.20709247754936708
2010-01-20,182,0.31914984181703254
2010-01-21,7,0.21434588785265749
2010-01-21,181,0.30838815532301334
2010-01-22,7,0.20599103154229795
2010-01-22,180,0.31738964782328727
2010-01-25,7,0.20511399615319198
2010-01-25,177,0.3078999340248763
2010-01-26,7,0.21470608582542045
2010-01-26,176,0.3060823055907074
2010-01-27,7,0.21366915032129355
2010-01-27,175,0.31157564389958275
2010-01-28,7,0.20910238439701312
2010-01-28,174,0.3195550757249866
2010-01-29,7,0.20121608651318032
2010-01-29,173,0.3319563918740215
2010-02-01,7,0.2112690279477765
2010-02-01,226,0.3657886189753338
2010-02-02,7,0.2174959111208368
2010-02-02,225,0.36560900292543363
2010-02-03,7,0.20592420619616444
2010-02-03,224,0.37447913879359723
2010-02-04,7,0.2085248503266348
2010-02-04,223,0.3539982638426535
2010-02-05,7,0.2118009610871479
2010-02-05,222,0.37255601968990276
2010-02-08,7,0.21343773459305887
2010-02-08,219,0.37564664327532243
2010-02-09,7,0.2030440805199404
2010-02-09,218,0.39073326164571653
2010-02-10,7,0.21163483740546576
2010-02-10,217,0.4025982828844675
2010-02-11,7,0.2117029529125279
2010-02-11,216,0.3757220113297095
2010-02-12,7,0.210417453898496
2010-02-12,187,0.35844340188896007
2010-02-16,7,0.2125787891777087
2010-02-16,211,0.382005827799377
2010-02-17,7,0.2046596981625528
2010-02-17,210,0.3510642487753058
2010-02-18,7,0.21145547569516956
2010-02-18,209,0.3829179171282187
2010-02-19,7,0.2115072222836071
2010-02-19,208,0.37318287252701693
2010-02-22,7,0.21240984026086168
2010-02-22,205,0.3644527600264421
2010-02-23,7,0.2133610315842354
2010-02-23,204,0.3598461724023462
2010-02-24,7,0.2042040576773005
2010-02-24,203,0.3472936101144423
2010-02-25,7,0.20719746554620427
2010-02-25,202,0.3281660943319031
2010-02-26,7,0.21119762767979797
2010-02-26,201,0.3233582522706734
2010-03-01,7,0.21639445502461757
2010-03-01,198,0.3397674153370789
2010-03-02,7,0.2035099279257824
2010-03-02,197,0.32575511727600087
2010-03-03,7,0.21184341119493105
2010-03-03,196,0.3259793340309681
2010-03-04,7,0.2168081992811341
2010-03-04,195,0.35445287324417846
2010-03-05,7,0.21743462054046234
2010-03-05,194,0.3495976683797735
2010-03-08,7,0.21260673158720195
2010-03-08,191,0.3641702327225002
2010-03-09,7,0.2144012743381663
2010-03-09,190,0.35567941314207097
2010-03-10,7,0.2106464204605625
2010-03-10,189,0.3625591023560491
2010-03-11,7,0.2120117814678716
2010-03-11,188,0.37340253561588665
2010-03-12,7,0.2129303696521532
2010-03-12,187,0.37613615811140083
2010-03-15,7,0.21367307388322682
2010-03-15,184,0.3777573981030859
2010-03-16,7,0.22802645963794424
2010-03-16,183,0.3528949627182647
2010-03-17,7,0.23267427647515787
2010-03-17,182,0.3500456473854172
2010-03-18,7,0.23638260393086116
2010-03-18,181,0.37664920016760584
2010-03-19,7,0.2413432763822168
2010-03-19,180,0.3929432204714742
2010-03-22,7,0.24300722283421847
2010-03-22,177,0.39639345130665987
2010-03-23,7,0.23844952645386708
2010-03-23,176,0.3756317439969282
2010-03-24,7,0.22904392772602342
2010-03-24,175,0.39659814091221535
2010-03-25,7,0.23905455624809865
2010-03-25,174,0.3829011329525827
2010-03-26,7,0.23485304046417754
2010-03-26,173,0.39877047696141865
2010-03-29,7,0.231076779688512
2010-03-29,170,0.38386118001071856
2010-03-30,7,0.22364818491526134
2010-03-30,169,0.3802760369178022
2010-03-31,7,0.23736097541168102
2010-03-31,168,0.36309665417724524
2010-04-01,7,0.2337923571966677
2010-04-01,167,0.38156691603432985
2010-04-05,7,0.23192158663250106
2010-04-05,163,0.40583482599959586
2010-04-06,7,0.2419607161060761
2010-04-06,162,0.3767307210384789
2010-04-07,7,0.24812754577536178
2010-04-07,161,0.3654174043377827
2010-04-08,7,0.24023027085845797
2010-04-08,160,0.37004824521234064
2010-04-09,7,0.23712806049284343
2010-04-09,159,0.3794082966413353
2010-04-12,7,0.2367235852489762
2010-04-12,156,0.3686402498050991
2010-04-13,7,0.2447717172846065
2010-04-13,155,0.38402559537322867
2010-04-14,7,0.2495193455859508
2010-04-14,245,0.4379958777901959
2010-04-15,7,0.2543934512777816
2010-04-15,244,0.407377729925386
2010-04-16,7,0.24864633564507313
2010-04-16,187,0.38584819556404765
2010-04-19,7,0.26622269033104745
2010-04-19,184,0.37392676520932816
2010-04-20,7,0.26011925857441004
2010-04-20,183,0.3893787659220246
2010-04-21,7,0.25139090148710747
2010-04-21,182,0.40931821418371084
2010-04-22,7,0.2693707400064568
2010-04-22,181,0.4294994253430588
2010-04-23,7,0.26549943977926727
2010-04-23,180,0.4420417121656543
2010-04-26,7,0.261327075639253
2010-04-26,177,0.4561585686162661
2010-04-27,7,0.26453050393962846
2010-04-27,176,0.48966180141729015
2010-04-28,7,0.27296049329875127
2010-04-28,175,0.4857586133743896
2010-04-29,7,0.2692570742485021
2010-04-29,174,0.46238754734778
2010-04-30,7,0.2651601125504555
2010-04-30,173,0.5066208611515789
2010-05-03,7,0.27389236667945993
2010-05-03,226,0.5822768317002017
2010-05-04,7,0.2756115815825299
2010-05-04,225,0.5889571479243976
2010-05-05,7,0.2783836207907742
2010-05-05,224,0.5788847298448015
2010-05-06,7,0.27923859302742415
2010-05-06,223,0.7740877181566201
2010-05-07,7,0.33220630492081604
2010-05-07,222,0.6922502299009742
2010-05-10,7,0.3342289959462651
2010-05-10,219,0.586428500225558
2010-05-11,7,0.3264575142763732
2010-05-11,218,0.6202724450008547
2010-05-12,7,0.32005341229132594
2010-05-12,217,0.567218861857708
2010-05-13,7,0.32555769677852425
2010-05-13,216,0.6191501110544169
2010-05-14,7,0.326343363659894
2010-05-14,187,0.6209758347550574
2010-05-17,7,0.3263179248505844
2010-05-17,212,0.6718851781275547
2010-05-18,7,0.3276107963585259
2010-05-18,211,0.680025055194096
2010-05-19,7,0.3093905098041077
2010-05-19,210,0.6885612695570881
2010-05-20,7,0.3214621664560379
2010-05-20,209,0.7203733490775195
2010-05-21,7,0.32330045163479815
2010-05-21,208,0.7698740833017308
2010-05-24,7,0.3283168858656569
2010-05-24,205,0.9018038430190173
2010-05-25,7,0.328591311511516
2010-05-25,204,0.8977837568279989
2010-05-26,7,0.34031584359265893
2010-05-26,203,0.8818157765976954
2010-05-27,7,0.34005749312565725
2010-05-27,202,0.7563641952664338
2010-05-28,7,0.32530409568611696
2010-05-28,201,0.7557905062829036
2010-06-01,7,0.34105414590753813
2010-06-01,197,0.7353678139219433
2010-06-02,7,0.3320284319723601
2010-06-02,196,0.7380467578942113
2010-06-03,7,0.3245341035861087
2010-06-03,195,0.7214706972257557
2010-06-04,7,0.33413917193316583
2010-06-04,194,0.737257219374932
2010-06-07,7,0.33027092656823426
2010-06-07,191,0.7359853124227679
2010-06-08,7,0.33500741042623877
2010-06-08,190,0.6889484130146403
2010-06-09,7,0.333615186281044
2010-06-09,189,0.6427316087263453
2010-06-10,7,0.3366584897274729
2010-06-10,188,0.630122923180368
2010-06-11,7,0.33382092615392384
2010-06-11,187,0.6468941897971928
2010-06-14,7,0.327332773840592
2010-06-14,184,0.6573844532551572
2010-06-15,7,0.3247812242499108
2010-06-15,183,0.6224056816688797
2010-06-16,7,0.3293474177792539
2010-06-16,182,0.6603134723656308
2010-06-17,7,0.33071499974455637
2010-06-17,181,0.6539318793287107
2010-06-18,7,0.328785552982328
2010-06-18,180,0.6337711207284372
2010-06-21,7,0.32193808553606434
2010-06-21,177,0.6314853691485287
2010-06-22,7,0.3454757197840157
2010-06-22,176,0.6417991220319951
2010-06-23,7,0.3393979755136814
2010-06-23,175,0.6802221792255704
2010-06-24,7,0.3392079969680496
2010-06-24,174,0.696695386636752
2010-06-25,7,0.3269218673513257
2010-06-25,173,0.6353196322191432
2010-06-28,7,0.3321107287345688
2010-06-28,170,0.6183099148265438
2010-06-29,7,0.3271983562217079
2010-06-29,169,0.6319882397975823
2010-06-30,7,0.3450274353280749
2010-06-30,168,0.6361316448283627
2010-07-01,7,0.3272443311710531
2010-07-01,167,0.6250756837648062
2010-07-02,7,0.3210057704396421
2010-07-02,166,0.6161317709535391
2010-07-06,7,0.3218681868942134
2010-07-06,162,0.5868147067947628
2010-07-07,7,0.3465198570110622
2010-07-07,161,0.5722745712183785
2010-07-08,7,0.32873307248309236
2010-07-08,160,0.5734415477939108
2010-07-09,7,0.325978859806058
2010-07-09,159,0.5388743604275645
2010-07-12,7,0.33305228938218423
2010-07-12,156,0.5657067834656194
2010-07-13,7,0.3117395896525743
2010-07-13,155,0.566728204659157
2010-07-14,7,0.3131435396243414
2010-07-14,245,0.5578894238726334
2010-07-15,7,0.3259320983882303
2010-07-15,244,0.5513605514832258
2010-07-16,7,0.3243708945762942
2010-07-16,187,0.5136441249777633
2010-07-19,7,0.3231007971273827
2010-07-19,184,0.5005131027456181
2010-07-20,7,0.3105799199425343
2010-07-20,183,0.49803046135271006
2010-07-21,7,0.3079432234843772
2010-07-21,182,0.47257096473386906
2010-07-22,7,0.31665065699574646
2010-07-22,181,0.46309813102201985
2010-07-23,7,0.3147949179498957
2010-07-23,180,0.4825005819052754
2010-07-26,7,0.31605429403001173
2010-07-26,177,0.4879250862240852
2010-07-27,7,0.3098261862343221
2010-07-27,176,0.44965787355164627
2010-07-28,7,0.3055931663498179
2010-07-28,175,0.4470039444966701
2010-07-29,7,0.3017041010174735
2010-07-29,174,0.437512506963927
2010-07-30,7,0.2892302343570634
2010-07-30,173,0.4165211338861078
2010-08-02,7,0.29061246108175626
2010-08-02,226,0.4061936486064714
2010-08-03,7,0.28819988728274654
2010-08-03,225,0.4092597064109577
2010-08-04,7,0.29707590432049147
2010-08-04,224,0.43222594414387905
2010-08-05,7,0.2789328761542089
2010-08-05,223,0.44395125872247043
2010-08-06,7,0.2776653699329109
2010-08-06,222,0.4415324758166166
2010-08-09,7,0.28095788424210394
2010-08-09,219,0.4325868148353644
2010-08-10,7,0.28308161295862616
2010-08-10,218,0.39317965904534113
2010-08-11,7,0.28431767375730316
2010-08-11,217,0.3887805686524025
2010-08-12,7,0.26871401518028737
2010-08-12,216,0.4156361034799106
2010-08-13,7,0.2711057343715331
2010-08-13,187,0.4204687710664495
2010-08-16,7,0.26537179856555027
2010-08-16,212,0.4156200922851548
2010-08-17,7,0.26301280250101644
2010-08-17,211,0.3995857553115119
2010-08-18,7,0.26671134613892555
2010-08-18,210,0.3901696561908578
2010-08-19,7,0.26413686147925985
2010-08-19,209,0.3816097360329265
2010-08-20,7,0.25543459031294913
2010-08-20,208,0.37423801937521334
2010-08-23,7,0.2545573708131912
2010-08-23,205,0.3379141856894669
2010-08-24,7,0.2569577610557326
2010-08-24,204,0.3820579376062607
2010-08-25,7,0.2634191690188238
2010-08-25,203,0.4215891292966045
2010-08-26,7,0.25936471811622164
2010-08-26,202,0.3733955867424229
2010-08-27,7,0.2580300310025516
2010-08-27,201,0.4087778917477882
2010-08-30,7,0.2574561720545626
2010-08-30,198,0.3765012579458766
2010-08-31,7,0.25341474888220616
2010-08-31,197,0.3805256995089405
2010-09-01,7,0.2566498265237521
2010-09-01,196,0.38516068089798183
2010-09-02,7,0.2559338356333759
2010-09-02,195,0.3896218923063554
2010-09-03,7,0.24956112352592794
2010-09-03,194,0.3723990992908255
2010-09-07,7,0.261524415789232
2010-09-07,190,0.40860279233798386
2010-09-08,7,0.25369413189322076
2010-09-08,189,0.4165949255603065
2010-09-09,7,0.24743202694670247
2010-09-09,188,0.40495194486773356
2010-09-10,7,0.2466343943111348
2010-09-10,187,0.4102684822156773
2010-09-13,7,0.25174773259600736
2010-09-13,184,0.3781056412901781
2010-09-14,7,0.25014817400389827
2010-09-14,183,0.37278339799406923
2010-09-15,7,0.25848299857192936
2010-09-15,182,0.3871976491829885
2010-09-16,7,0.24804564478226987
2010-09-16,181,0.3744673000785121
2010-09-17,7,0.2603963254943487
2010-09-17,180,0.3793225138499316
2010-09-20,7,0.25788028394973933
2010-09-20,177,0.37407673131423425
2010-09-21,7,0.2545874117021776
2010-09-21,176,0.34795793795847024
2010-09-22,7,0.24661550154134781
2010-09-22,175,0.346646430384322
2010-09-23,7,0.2548148375159133
2010-09-23,174,0.3654867584891915
2010-09-24,7,0.2502184344427379
2010-09-24,173,0.36067965559542214
2010-09-27,7,0.2611345083099109
2010-09-27,170,0.36612808251902446
2010-09-28,7,0.2502314757517152
2010-09-28,169,0.35008904433435606
2010-09-29,7,0.25411241248256666
2010-09-29,168,0.3387872001495947
2010-09-30,7,0.24460677001249947
2010-09-30,167,0.34073353132945877
2010-10-01,7,0.25071592772743595
2010-10-01,166,0.3653030005696271
2010-10-04,7,0.26136775550208896
2010-10-04,163,0.354753170241187
2010-10-05,7,0.2608230457369025
2010-10-05,162,0.34699281066399695
2010-10-06,7,0.2608390463186178
2010-10-06,161,0.3276319919057034
2010-10-07,7,0.25608310791827704
2010-10-07,160,0.3233815535579875
2010-10-08,7,0.2636035685072193
2010-10-08,159,0.33065890887837374
2010-10-11,7,0.24926501450701413
2010-10-11,156,0.3227050643583695
2010-10-12,7,0.24922435300030482
2010-10-12,155,0.3322553118321842
2010-10-13,7,0.2480992211336906
2010-10-13,245,0.3247147456430348
2010-10-14,7,0.2639940744185976
2010-10-14,244,0.3542430152934326
2010-10-15,7,0.253468446899038
2010-10-15,187,0.338986392441853
2010-10-18,7,0.25789759854870303
2010-10-18,184,0.36688008887390705
2010-10-19,7,0.26715137241169534
2010-10-19,183,0.3677155062588406
2010-10-20,7,0.25276800772969327
2010-10-20,182,0.3489323970653745
2010-10-21,7,0.24471057037037788
2010-10-21,181,0.3517324538502367
2010-10-22,7,0.24969816883603554
2010-10-22,180,0.3301899588644149
2010-10-25,7,0.25682797996117257
2010-10-25,177,0.32713194481145647
2010-10-26,7,0.2463453854951992
2010-10-26,176,0.35086956013003284
2010-10-27,7,0.25532171069770915
2010-10-27,175,0.3530721319636469
2010-10-28,7,0.2504888923290375
2010-10-28,174,0.3453073896388479
2010-10-29,7,0.25174131394224547
2010-10-29,173,0.3268060948593851
2010-11-01,7,0.2520203512181668
2010-11-01,226,0.3658843898909907
2010-11-02,7,0.25441764211338946
2010-11-02,225,0.3513008224413818
2010-11-03,7,0.25089646941477467
2010-11-03,224,0.32842319507371276
2010-11-04,7,0.2430380589269308
2010-11-04,223,0.3336370580656232
2010-11-05,7,0.25749451553472563
2010-11-05,222,1.155069295461073
2010-11-08,7,0.25396614799879486
2010-11-08,219,0.3907213804995497
2010-11-09,7,0.2525001919114636
2010-11-09,218,0.4075024763031125
2010-11-10,7,0.24455029582714963
2010-11-10,217,0.4017875452404446
2010-11-11,7,0.2570443640791019
2010-11-11,216,0.4211262659039468
2010-11-12,7,0.25216757320590777
2010-11-12,187,0.3861022351143748
2010-11-15,7,0.2487159541952118
2010-11-15,212,0.3763904494428879
2010-11-16,7,0.24538737977135175
2010-11-16,211,0.4144004238823527
2010-11-17,7,0.24672523185398101
2010-11-17,210,0.3694383715942813
2010-11-18,7,0.2571836281904007
2010-11-18,209,0.360589056162244
2010-11-19,7,0.24483964209429968
2010-11-19,208,0.37115395951305463
2010-11-22,7,0.2515663802751973
2010-11-22,205,0.37415551969049726
2010-11-23,7,0.25280328304210614
2010-11-23,204,0.3877936495336779
2010-11-24,7,0.25320230390643533
2010-11-24,203,0.4769791525926481
2010-11-26,7,0.25922221941615065
2010-11-26,201,0.49474851784894225
2010-11-29,7,0.260814955944025
2010-11-29,198,0.48918456114731423
2010-11-30,7,0.26016042589629956
2010-11-30,197,0.5118559502104776
2010-12-01,7,0.25247912996014227
2010-12-01,196,0.4753026636744005
2010-12-02,7,0.2532757996178776
2010-12-02,195,0.45268904921771463
2010-12-03,7,0.25986268588358424
2010-12-03,194,0.40900412269692304
2010-12-06,7,0.2621686103274072
2010-12-06,191,0.41246373783835927
2010-12-07,7,0.24794804273332324
2010-12-07,190,0.4028289855983597
2010-12-08,7,0.2634414101237251
2010-12-08,189,0.4073255383237051
2010-12-09,7,0.26846501865364886
2010-12-09,188,0.39683211499465043
2010-12-10,7,0.24352613599022316
2010-12-10,187,0.40673917310198743
2010-12-13,7,0.25964328847921686
2010-12-13,184,0.39559864557638436
2010-12-14,7,0.24355633509821425
2010-12-14,183,0.38927656877806854
2010-12-15,7,0.2543809102012191
2010-12-15,182,0.43041962315158533
2010-12-16,7,0.2634616633772858
2010-12-16,181,0.4301209567272444
2010-12-17,7,0.25594849855506285
2010-12-17,180,0.402889821211909
2010-12-20,7,0.250198182195248
2010-12-20,177,0.3961706147391277
2010-12-21,7,0.2550726546430573
2010-12-21,176,0.38485901488721425
2010-12-22,7,0.255791996428538
2010-12-22,175,0.37660994637420936
2010-12-23,7,0.26266179035367754
2010-12-23,174,0.38675198457900006
2010-12-27,7,0.26258662172010644
2010-12-27,170,0.39078784831879126
2010-12-28,7,0.2540558441690725
2010-12-28,169,0.3826812859905741
2010-12-29,7,0.2593265290990234
2010-12-29,168,0.3716636464991799
2010-12-30,7,0.25557800047855
2010-12-30,167,0.3667485367993654
2010-12-31,7,0.2534273756685467
2010-12-31,166,0.35025411280027285
